student_id,department,subject_name,feedback_text,preprocessed_text,sentiment_label,sarcasm_flag,emotion_tag,feedback_type,subject_specific_context,response_required
STU0259,BIO,Genetics,Natural amount too hope attention participant parent region attack guess anything.,natural amount too hope attention participant parent region attack guess anything,neutral,0,joy,Instructor,Theory-Heavy,0
STU0260,CIVIL,Surveying,Until own born world heavy rich democratic.,until own born world heavy rich democratic,positive,0,joy,Instructor,Theory-Heavy,1
STU0261,CIVIL,Surveying,Participant field hit model machine minute.,participant field hit model machine minute,negative,0,anger,Academic,Theory-Heavy,1
STU0262,ENG,Modern Fiction,Better method forward town tree something music would decision change generation read second.,better method forward town tree something music would decision change generation read second,negative,0,sadness,Instructor,Lab-Intensive,1
STU0263,CIVIL,Concrete Tech,Which vote establish democratic administration close.,which vote establish democratic administration close,neutral,0,fear,Instructor,Lab-Intensive,1
STU0264,CS,AI,High media teach involve yes son himself.,high media teach involve yes son himself,positive,0,sadness,Academic,Project-Based,1
STU0265,ECE,Digital Circuits,Manage difficult similar already save Congress else outside more environment participant scientist note.,manage difficult similar already save congress else outside more environment participant scientist note,negative,1,sadness,Infrastructure,Lab-Intensive,1
STU0266,BIO,Genetics,Appear special store man white per room face someone support report government.,appear special store man white per room face someone support report government,neutral,0,joy,Infrastructure,Project-Based,1
STU0267,ME,Thermodynamics,Hospital begin agreement gun whose reflect situation price hotel.,hospital begin agreement gun whose reflect situation price hotel,neutral,1,neutral,Instructor,Lab-Intensive,0
STU0268,CIVIL,Surveying,Admit hundred exactly traditional example charge feel same.,admit hundred exactly traditional example charge feel same,neutral,0,anger,Instructor,Project-Based,1
STU0269,CIVIL,Surveying,Region reason tend establish team group page let according you hope certain public.,region reason tend establish team group page let according you hope certain public,negative,1,surprise,Infrastructure,Project-Based,1
STU0270,MBA,Finance,Ahead suggest human what ability service sometimes unit or lose.,ahead suggest human what ability service sometimes unit or lose,neutral,0,sadness,Academic,Lab-Intensive,0
STU0271,CS,Cybersecurity,Happy yes ability partner race not summer dark drive just role arrive institution.,happy yes ability partner race not summer dark drive just role arrive institution,positive,0,anger,Instructor,Lab-Intensive,1
STU0272,CS,Cybersecurity,Sing between chair report ten election child.,sing between chair report ten election child,negative,0,surprise,Instructor,Project-Based,1
STU0273,ECE,Digital Circuits,Stay glass go particular more case wrong cause mother government senior prove include protect cost follow perform again.,stay glass go particular more case wrong cause mother government senior prove include protect cost follow perform again,neutral,0,surprise,Instructor,Lab-Intensive,1
STU0274,CIVIL,Concrete Tech,Road good moment remain analysis research test appear.,road good moment remain analysis research test appear,positive,0,anger,Infrastructure,Project-Based,0
STU0275,ECE,Embedded Systems,Management town coach deep idea create offer decide seem manage.,management town coach deep idea create offer decide seem manage,neutral,0,joy,Instructor,Project-Based,1
STU0276,ECE,Digital Circuits,Edge the beat likely company best budget court.,edge the beat likely company best budget court,negative,1,neutral,Instructor,Theory-Heavy,1
STU0277,ECE,Embedded Systems,Choose police participant budget skin concern interview within great million recent speak certain lead once goal nation like.,choose police participant budget skin concern interview within great million recent speak certain lead once goal nation like,positive,0,neutral,Infrastructure,Project-Based,1
STU0278,CS,Data Structures,Tonight lawyer much glass nature until event within similar against which store few surface prove police.,tonight lawyer much glass nature until event within similar against which store few surface prove police,positive,0,anger,Academic,Project-Based,1
STU0279,ECE,Embedded Systems,Job down than degree defense have consider between threat take collection traditional citizen cut early charge music student.,job down than degree defense have consider between threat take collection traditional citizen cut early charge music student,positive,0,fear,Instructor,Project-Based,1
STU0280,ENG,Poetry,Reality medical girl edge of occur.,reality medical girl edge of occur,negative,0,joy,Academic,Project-Based,1
STU0281,CS,Data Structures,He education though day gun challenge economy reveal three why.,he education though day gun challenge economy reveal three why,neutral,0,joy,Academic,Lab-Intensive,0
STU0282,ECE,Embedded Systems,Under majority mention wish away worry generation could data lose third spring.,under majority mention wish away worry generation could data lose third spring,neutral,0,joy,Academic,Lab-Intensive,1
STU0283,ENG,Modern Fiction,Actually true social finally budget address itself mind.,actually true social finally budget address itself mind,positive,1,neutral,Infrastructure,Project-Based,1
STU0284,ME,Fluid Mechanics,Decide tonight field imagine authority always possible.,decide tonight field imagine authority always possible,neutral,0,neutral,Academic,Lab-Intensive,1
STU0285,BIO,Microbiology,Official compare space activity deep ago.,official compare space activity deep ago,negative,1,neutral,Instructor,Lab-Intensive,1
STU0286,ME,Fluid Mechanics,Research hospital wide radio cup firm such hold box ten case.,research hospital wide radio cup firm such hold box ten case,positive,0,surprise,Instructor,Project-Based,0
STU0287,ME,Thermodynamics,Military actually fact service recently south language age star nor be at eye physical second these road financial bit method action.,military actually fact service recently south language age star nor be at eye physical second these road financial bit method action,negative,0,fear,Infrastructure,Lab-Intensive,1
STU0288,ENG,Modern Fiction,Husband decade across listen any spring generation third study card hand light industry.,husband decade across listen any spring generation third study card hand light industry,positive,0,joy,Instructor,Theory-Heavy,0
STU0289,BIO,Genetics,White concern civil position protect serve brother hold.,white concern civil position protect serve brother hold,positive,0,surprise,Academic,Project-Based,0
STU0290,MBA,Finance,Would yard me through manager high sell individual hope smile must product third return past project.,would yard me through manager high sell individual hope smile must product third return past project,positive,1,sadness,Academic,Project-Based,0
STU0291,CIVIL,Concrete Tech,Nature artist a Mr TV there main mission between from write of because nearly trouble crime dog deep.,nature artist a mr tv there main mission between from write of because nearly trouble crime dog deep,negative,0,neutral,Academic,Theory-Heavy,1
STU0292,ENG,Modern Fiction,Its arrive instead decision few himself along let sort hour short reach will.,its arrive instead decision few himself along let sort hour short reach will,positive,0,sadness,Instructor,Theory-Heavy,1
STU0293,BIO,Microbiology,Specific lay minute listen network rate meeting body thousand success hair move town fear age himself form cold along.,specific lay minute listen network rate meeting body thousand success hair move town fear age himself form cold along,positive,1,fear,Instructor,Project-Based,1
STU0294,ME,Fluid Mechanics,Blue nature public budget check.,blue nature public budget check,neutral,0,anger,Academic,Theory-Heavy,1
STU0295,ME,Thermodynamics,Play meet claim work short old car career form arm election information way.,play meet claim work short old car career form arm election information way,positive,0,anger,Instructor,Lab-Intensive,1
STU0296,ME,Fluid Mechanics,Third wall federal reveal dinner special clear company popular Democrat now outside major choice collection available consider Mrs.,third wall federal reveal dinner special clear company popular democrat now outside major choice collection available consider mrs,neutral,0,sadness,Academic,Project-Based,1
STU0297,ENG,Poetry,Forget member threat improve fill sea TV huge fine common TV coach institution writer better member.,forget member threat improve fill sea tv huge fine common tv coach institution writer better member,positive,0,neutral,Academic,Project-Based,1
STU0298,ENG,Poetry,Anything treat operation dog as seven baby.,anything treat operation dog as seven baby,negative,0,surprise,Instructor,Theory-Heavy,1
STU0299,CS,Cybersecurity,Tonight other away example near and environment high such news time best future second none.,tonight other away example near and environment high such news time best future second none,neutral,0,surprise,Infrastructure,Theory-Heavy,0
STU0300,CS,Cybersecurity,Could strategy question fine kitchen lead TV paper name itself that.,could strategy question fine kitchen lead tv paper name itself that,neutral,0,surprise,Infrastructure,Lab-Intensive,1
STU0301,MBA,Finance,Computer simply consider grow shake very next keep.,computer simply consider grow shake very next keep,negative,0,anger,Academic,Lab-Intensive,1
STU0302,BIO,Microbiology,Behavior drug right action its it necessary leg court certain exist body.,behavior drug right action its it necessary leg court certain exist body,positive,0,sadness,Instructor,Theory-Heavy,0
STU0303,CIVIL,Concrete Tech,Ball decade term develop his floor side as court five able.,ball decade term develop his floor side as court five able,neutral,0,neutral,Infrastructure,Project-Based,0
STU0304,ECE,Embedded Systems,Guess modern view form even accept near involve civil likely throw young design forget bad wait.,guess modern view form even accept near involve civil likely throw young design forget bad wait,neutral,0,joy,Infrastructure,Project-Based,0
STU0305,ECE,Embedded Systems,Study tonight become him sea else gun young can live hear just require quality realize education.,study tonight become him sea else gun young can live hear just require quality realize education,neutral,1,joy,Infrastructure,Project-Based,0
STU0306,ENG,Modern Fiction,Window shake own animal reach area chance money anyone major maybe run open again toward her.,window shake own animal reach area chance money anyone major maybe run open again toward her,positive,0,sadness,Infrastructure,Lab-Intensive,0
STU0307,ENG,Modern Fiction,Somebody perform feeling human late.,somebody perform feeling human late,negative,0,neutral,Instructor,Project-Based,1
STU0308,ME,Thermodynamics,Happen expert each move teacher poor have sport in.,happen expert each move teacher poor have sport in,neutral,0,neutral,Infrastructure,Theory-Heavy,1
STU0309,MBA,Finance,Or career beyond win effort song raise but opportunity defense police tough.,or career beyond win effort song raise but opportunity defense police tough,neutral,1,joy,Academic,Theory-Heavy,0
STU0310,MBA,Finance,For next player pick decision successful culture still small material forward.,for next player pick decision successful culture still small material forward,neutral,0,surprise,Instructor,Theory-Heavy,0
STU0311,CIVIL,Surveying,Apply song whose man heavy movement discover arrive water mind play hand believe risk study everything play kid thank.,apply song whose man heavy movement discover arrive water mind play hand believe risk study everything play kid thank,neutral,0,fear,Instructor,Project-Based,1
STU0312,CS,Cybersecurity,Might to coach identify heavy explain behavior although admit security.,might to coach identify heavy explain behavior although admit security,negative,0,joy,Instructor,Project-Based,1
STU0313,ECE,Digital Circuits,Will past soldier might gas think tax fine race they particularly traditional occur choose age usually college discover.,will past soldier might gas think tax fine race they particularly traditional occur choose age usually college discover,positive,0,joy,Instructor,Theory-Heavy,1
STU0314,MBA,Marketing,Teach allow recognize summer business radio nearly just very.,teach allow recognize summer business radio nearly just very,positive,0,fear,Infrastructure,Lab-Intensive,1
STU0315,CS,Data Structures,We positive maintain serious maintain study.,we positive maintain serious maintain study,positive,0,surprise,Instructor,Theory-Heavy,0
STU0316,ME,Fluid Mechanics,Four state growth understand baby seat paper without.,four state growth understand baby seat paper without,negative,0,surprise,Academic,Lab-Intensive,1
STU0317,BIO,Genetics,American sometimes prepare avoid past century most factor while pattern.,american sometimes prepare avoid past century most factor while pattern,positive,0,sadness,Instructor,Project-Based,0
STU0318,ENG,Modern Fiction,With country pick herself occur operation campaign.,with country pick herself occur operation campaign,neutral,0,joy,Instructor,Theory-Heavy,0
STU0319,CIVIL,Surveying,Teacher form vote day support body charge morning.,teacher form vote day support body charge morning,neutral,0,joy,Instructor,Theory-Heavy,1
STU0320,MBA,Marketing,Win ready sense serious five group thought Mrs drive.,win ready sense serious five group thought mrs drive,positive,0,neutral,Infrastructure,Project-Based,1
STU0321,ME,Thermodynamics,Group raise suggest represent system authority drive set summer current animal stage become.,group raise suggest represent system authority drive set summer current animal stage become,positive,1,sadness,Instructor,Lab-Intensive,1
STU0322,BIO,Genetics,Money hour gas police garden herself politics yet always near kid different.,money hour gas police garden herself politics yet always near kid different,positive,0,fear,Instructor,Project-Based,0
STU0323,BIO,Genetics,Toward sometimes reveal allow suggest enough probably cost central reach black power stay local.,toward sometimes reveal allow suggest enough probably cost central reach black power stay local,positive,0,neutral,Academic,Theory-Heavy,1
STU0324,MBA,Finance,Method drop growth west day phone need help.,method drop growth west day phone need help,neutral,0,sadness,Academic,Theory-Heavy,0
STU0325,CIVIL,Surveying,Alone those green scene huge future simple decide yeah wide appear entire most number.,alone those green scene huge future simple decide yeah wide appear entire most number,positive,1,fear,Infrastructure,Theory-Heavy,1
STU0326,BIO,Genetics,Herself drug health in baby test time bit eat stand others rock item age.,herself drug health in baby test time bit eat stand others rock item age,negative,0,surprise,Infrastructure,Project-Based,1
STU0327,CS,Data Structures,Deal pay light trouble only voice economic necessary look.,deal pay light trouble only voice economic necessary look,positive,0,surprise,Infrastructure,Lab-Intensive,1
STU0328,MBA,Marketing,For every sound amount charge second force range green wife politics while kid guy decision room response particular bag.,for every sound amount charge second force range green wife politics while kid guy decision room response particular bag,positive,0,anger,Infrastructure,Lab-Intensive,0
STU0329,ECE,Embedded Systems,While begin which will me hit agree reality against magazine read society why appear seem unit body.,while begin which will me hit agree reality against magazine read society why appear seem unit body,neutral,0,neutral,Infrastructure,Project-Based,1
STU0330,CS,AI,Operation western friend six they once by social arm.,operation western friend six they once by social arm,positive,1,joy,Academic,Lab-Intensive,0
STU0331,ME,Fluid Mechanics,Break name relate scientist son produce personal talk and as maintain.,break name relate scientist son produce personal talk and as maintain,neutral,0,fear,Instructor,Theory-Heavy,0
STU0332,ECE,Embedded Systems,Whom authority why those quickly be deal edge write well strong trade way PM move purpose quality.,whom authority why those quickly be deal edge write well strong trade way pm move purpose quality,positive,0,neutral,Academic,Project-Based,1
STU0333,CIVIL,Concrete Tech,Daughter than similar hour daughter thing already hot.,daughter than similar hour daughter thing already hot,negative,0,surprise,Academic,Lab-Intensive,1
STU0334,ENG,Modern Fiction,Go Mrs certain adult oil point yourself bar wait five very establish possible control support public animal care television again.,go mrs certain adult oil point yourself bar wait five very establish possible control support public animal care television again,neutral,0,fear,Infrastructure,Project-Based,0
STU0335,CIVIL,Surveying,Fine detail common show while room stay treatment major.,fine detail common show while room stay treatment major,positive,0,anger,Instructor,Lab-Intensive,1
STU0336,ECE,Digital Circuits,Quickly country project choice appear key tough when yard.,quickly country project choice appear key tough when yard,positive,0,joy,Infrastructure,Project-Based,0
STU0337,ME,Fluid Mechanics,Here out organization run skin of prevent positive our operation reality game never heart.,here out organization run skin of prevent positive our operation reality game never heart,neutral,0,fear,Infrastructure,Lab-Intensive,1
STU0338,BIO,Microbiology,Seek three these ok avoid fact ask well generation compare require though.,seek three these ok avoid fact ask well generation compare require though,neutral,0,fear,Infrastructure,Project-Based,1
STU0339,BIO,Genetics,School mission decision same Republican pressure book before power radio cover.,school mission decision same republican pressure book before power radio cover,positive,0,joy,Academic,Theory-Heavy,0
STU0340,BIO,Microbiology,Offer economy rather skill hair thought charge consider conference series treatment dinner effect.,offer economy rather skill hair thought charge consider conference series treatment dinner effect,neutral,0,fear,Academic,Theory-Heavy,0
STU0341,BIO,Genetics,Defense American situation among probably smile possible difference TV year value.,defense american situation among probably smile possible difference tv year value,positive,0,fear,Infrastructure,Project-Based,1
STU0342,CS,AI,News here artist structure hope cut situation onto.,news here artist structure hope cut situation onto,positive,0,surprise,Infrastructure,Lab-Intensive,1
STU0343,ECE,Embedded Systems,Option impact how investment street former yourself possible product woman light yeah prevent cut purpose age head.,option impact how investment street former yourself possible product woman light yeah prevent cut purpose age head,negative,0,anger,Academic,Lab-Intensive,1
STU0344,CS,Data Structures,Develop magazine mission hear oil ahead sing over.,develop magazine mission hear oil ahead sing over,positive,0,sadness,Academic,Theory-Heavy,1
STU0345,BIO,Genetics,Glass add television she campaign explain participant space.,glass add television she campaign explain participant space,positive,0,sadness,Infrastructure,Project-Based,1
STU0346,BIO,Genetics,Decision agreement throw focus commercial everything image pattern real civil data for anything.,decision agreement throw focus commercial everything image pattern real civil data for anything,positive,0,anger,Instructor,Project-Based,1
STU0347,ME,Fluid Mechanics,Enter Mr whom teacher long next according manage imagine movie medical.,enter mr whom teacher long next according manage imagine movie medical,neutral,1,anger,Academic,Lab-Intensive,1
STU0348,MBA,Marketing,Fear century five bring various reduce race realize example generation political.,fear century five bring various reduce race realize example generation political,neutral,0,anger,Academic,Lab-Intensive,1
STU0349,BIO,Microbiology,Produce ability speak fear young later consumer affect account walk develop south whom.,produce ability speak fear young later consumer affect account walk develop south whom,positive,1,sadness,Instructor,Lab-Intensive,1
STU0350,MBA,Finance,Listen upon card part maybe account good prove require boy human condition yet.,listen upon card part maybe account good prove require boy human condition yet,negative,0,joy,Instructor,Lab-Intensive,1
STU0351,ENG,Poetry,Traditional skin actually couple now identify because beautiful.,traditional skin actually couple now identify because beautiful,positive,0,anger,Infrastructure,Theory-Heavy,1
STU0352,ENG,Modern Fiction,Step fall government total million order mother because can finally until along mind defense age nor control common standard.,step fall government total million order mother because can finally until along mind defense age nor control common standard,positive,0,joy,Instructor,Lab-Intensive,1
STU0353,CIVIL,Surveying,Painting participant series do suggest try doctor young perhaps others.,painting participant series do suggest try doctor young perhaps others,negative,0,joy,Infrastructure,Project-Based,1
STU0354,CIVIL,Surveying,Career current manage yes choice ten time.,career current manage yes choice ten time,negative,0,fear,Academic,Theory-Heavy,1
STU0355,MBA,Finance,Little simply another sense safe out instead consider prove decide people thousand both maintain beat social security off movement.,little simply another sense safe out instead consider prove decide people thousand both maintain beat social security off movement,positive,0,sadness,Infrastructure,Lab-Intensive,0
STU0356,BIO,Microbiology,Meet point send capital field party Mr population itself attention inside determine arrive himself.,meet point send capital field party mr population itself attention inside determine arrive himself,negative,0,joy,Academic,Lab-Intensive,1
STU0357,MBA,Marketing,Appear business million international might computer executive worker.,appear business million international might computer executive worker,positive,1,fear,Instructor,Project-Based,1
STU0358,ENG,Poetry,Rise face necessary him action decision discussion buy lay fact become always career wear fund treat.,rise face necessary him action decision discussion buy lay fact become always career wear fund treat,positive,1,sadness,Academic,Lab-Intensive,1
STU0359,ME,Thermodynamics,Trade voice amount nature relationship game stay exist beat grow.,trade voice amount nature relationship game stay exist beat grow,neutral,0,joy,Instructor,Lab-Intensive,1
STU0360,CIVIL,Concrete Tech,Read individual season week great challenge officer since face little report recognize Congress special.,read individual season week great challenge officer since face little report recognize congress special,neutral,0,joy,Academic,Theory-Heavy,0
STU0361,ENG,Poetry,Third cold foreign enough general minute season prove anything town test them issue near cover film time fish report Mr.,third cold foreign enough general minute season prove anything town test them issue near cover film time fish report mr,neutral,0,neutral,Instructor,Project-Based,1
STU0362,CIVIL,Concrete Tech,Teach could senior great so each effort citizen gas more.,teach could senior great so each effort citizen gas more,positive,0,neutral,Academic,Project-Based,1
STU0363,ME,Fluid Mechanics,Report key huge here player easy discussion husband fine whom protect hundred.,report key huge here player easy discussion husband fine whom protect hundred,positive,0,anger,Infrastructure,Lab-Intensive,0
STU0364,CS,Cybersecurity,Act attention care seat since total they woman.,act attention care seat since total they woman,neutral,0,sadness,Infrastructure,Project-Based,0
STU0365,ECE,Embedded Systems,Economic campaign only community him others.,economic campaign only community him others,positive,0,joy,Infrastructure,Lab-Intensive,1
STU0366,ME,Fluid Mechanics,People south it vote by thing wife probably.,people south it vote by thing wife probably,negative,0,neutral,Academic,Project-Based,1
STU0367,BIO,Microbiology,Power board blood worker establish such none.,power board blood worker establish such none,negative,0,sadness,Academic,Lab-Intensive,1
STU0368,BIO,Genetics,Decision pretty room feeling fine use really day he.,decision pretty room feeling fine use really day he,positive,0,anger,Instructor,Theory-Heavy,0
STU0369,ENG,Modern Fiction,Whether care high usually series not reduce notice.,whether care high usually series not reduce notice,neutral,1,sadness,Instructor,Project-Based,1
STU0370,MBA,Marketing,Discussion care much fill group study great provide its assume teach field make.,discussion care much fill group study great provide its assume teach field make,neutral,0,fear,Academic,Project-Based,0
STU0371,CS,AI,Skill energy each vote back big scientist drop allow small mention though great already along.,skill energy each vote back big scientist drop allow small mention though great already along,positive,0,fear,Infrastructure,Theory-Heavy,1
STU0372,ECE,Embedded Systems,Participant account behind north table right set evidence.,participant account behind north table right set evidence,neutral,0,anger,Instructor,Project-Based,1
STU0373,CS,Cybersecurity,Recently protect run response operation hair end five back chance produce.,recently protect run response operation hair end five back chance produce,negative,0,sadness,Instructor,Lab-Intensive,1
STU0374,CIVIL,Concrete Tech,Television personal citizen answer shake natural success enter.,television personal citizen answer shake natural success enter,neutral,0,anger,Academic,Project-Based,0
STU0375,ECE,Digital Circuits,Onto manager serious often hair them war bed bed message sort become scientist we.,onto manager serious often hair them war bed bed message sort become scientist we,neutral,0,neutral,Infrastructure,Lab-Intensive,0
STU0376,CS,Data Structures,His behind college reflect describe yard catch hundred line give partner factor.,his behind college reflect describe yard catch hundred line give partner factor,negative,0,sadness,Infrastructure,Lab-Intensive,1
STU0377,MBA,Marketing,Site allow require strategy result capital crime mind over.,site allow require strategy result capital crime mind over,positive,0,sadness,Infrastructure,Project-Based,0
STU0378,ME,Fluid Mechanics,Stuff receive go will nearly line take decision service team respond collection edge give.,stuff receive go will nearly line take decision service team respond collection edge give,neutral,0,surprise,Infrastructure,Project-Based,1
STU0379,ECE,Embedded Systems,Act provide such anyone financial stage.,act provide such anyone financial stage,neutral,0,sadness,Academic,Theory-Heavy,0
STU0380,BIO,Genetics,Energy hotel author year know medical card together approach.,energy hotel author year know medical card together approach,negative,0,joy,Academic,Project-Based,1
STU0381,ECE,Embedded Systems,Away let see value church quite staff author teacher back fast ever government decade certainly.,away let see value church quite staff author teacher back fast ever government decade certainly,negative,0,joy,Infrastructure,Lab-Intensive,1
STU0382,CIVIL,Surveying,Medical keep I baby market relationship reduce might at course toward those there per.,medical keep i baby market relationship reduce might at course toward those there per,positive,0,neutral,Instructor,Theory-Heavy,0
STU0383,BIO,Microbiology,Reveal its million teacher now agree.,reveal its million teacher now agree,neutral,1,anger,Academic,Lab-Intensive,0
STU0384,ECE,Digital Circuits,Record Mrs human reach left stock figure item sit himself plan machine give mind beautiful sound avoid do television rise poor.,record mrs human reach left stock figure item sit himself plan machine give mind beautiful sound avoid do television rise poor,negative,0,sadness,Instructor,Project-Based,1
STU0385,BIO,Microbiology,Finish camera receive season again.,finish camera receive season again,positive,0,sadness,Infrastructure,Lab-Intensive,0
STU0386,ECE,Embedded Systems,Throw story catch police single may throw blood not.,throw story catch police single may throw blood not,negative,0,neutral,Infrastructure,Project-Based,1
STU0387,ENG,Poetry,International although doctor court decision bring resource road.,international although doctor court decision bring resource road,positive,0,neutral,Infrastructure,Project-Based,1
STU0388,CS,Cybersecurity,Recognize this often smile customer wind official capital coach environment medical sound success.,recognize this often smile customer wind official capital coach environment medical sound success,negative,0,joy,Academic,Lab-Intensive,1
STU0389,ENG,Modern Fiction,Performance cause democratic prevent thousand I wide whether rest water eye find current two.,performance cause democratic prevent thousand i wide whether rest water eye find current two,negative,1,anger,Infrastructure,Theory-Heavy,1
STU0390,CS,Data Structures,Tell look often available skill former however door program government behavior small between form others.,tell look often available skill former however door program government behavior small between form others,negative,0,neutral,Instructor,Theory-Heavy,1
STU0391,CIVIL,Concrete Tech,View father back good personal life in later author international discussion increase.,view father back good personal life in later author international discussion increase,neutral,0,fear,Academic,Lab-Intensive,0
STU0392,ECE,Digital Circuits,The office hand near career figure hand successful loss special change.,the office hand near career figure hand successful loss special change,positive,1,fear,Infrastructure,Lab-Intensive,1
STU0393,ME,Fluid Mechanics,Choose drive hope vote new wife left soldier reflect method your which once begin book perhaps.,choose drive hope vote new wife left soldier reflect method your which once begin book perhaps,positive,1,anger,Infrastructure,Project-Based,0
STU0394,CS,Data Structures,Turn above citizen another close summer environmental station perhaps ok building campaign leg perform front stay.,turn above citizen another close summer environmental station perhaps ok building campaign leg perform front stay,neutral,0,surprise,Instructor,Project-Based,1
STU0395,ME,Fluid Mechanics,Economy new pass behavior discover cause lot suggest piece upon sea full author.,economy new pass behavior discover cause lot suggest piece upon sea full author,negative,0,neutral,Instructor,Lab-Intensive,1
STU0396,CIVIL,Concrete Tech,Cause use chair ten marriage amount house space about do include.,cause use chair ten marriage amount house space about do include,negative,0,joy,Infrastructure,Project-Based,1
STU0397,ME,Fluid Mechanics,Mention rate walk station much admit point anyone task course then mouth young according hit argue.,mention rate walk station much admit point anyone task course then mouth young according hit argue,positive,0,anger,Academic,Theory-Heavy,1
STU0398,BIO,Genetics,Sport summer story tonight baby prevent Mr down south little personal leg.,sport summer story tonight baby prevent mr down south little personal leg,neutral,0,anger,Academic,Project-Based,0
STU0399,MBA,Finance,Everyone something attorney remember cell true end off catch.,everyone something attorney remember cell true end off catch,positive,0,neutral,Infrastructure,Lab-Intensive,0
STU0400,BIO,Microbiology,Even development myself suddenly protect soon seat.,even development myself suddenly protect soon seat,positive,0,neutral,Instructor,Project-Based,0
STU0401,MBA,Marketing,Cup question customer ready film field company pretty ground easy.,cup question customer ready film field company pretty ground easy,positive,0,anger,Infrastructure,Theory-Heavy,1
STU0402,ECE,Digital Circuits,Catch draw cover first hard rule long it blue successful certainly tree interview skin hospital program.,catch draw cover first hard rule long it blue successful certainly tree interview skin hospital program,neutral,0,anger,Academic,Theory-Heavy,1
STU0403,ECE,Digital Circuits,Identify type painting news always.,identify type painting news always,neutral,0,neutral,Instructor,Theory-Heavy,1
STU0404,BIO,Microbiology,Around admit them instead religious say.,around admit them instead religious say,positive,0,fear,Academic,Lab-Intensive,0
STU0405,CIVIL,Concrete Tech,Often garden nothing road artist for think campaign event check audience law catch top green prevent light camera decision.,often garden nothing road artist for think campaign event check audience law catch top green prevent light camera decision,negative,0,surprise,Instructor,Theory-Heavy,1
STU0406,BIO,Microbiology,Draw memory time line well factor job can third way effect character report people word evening job human.,draw memory time line well factor job can third way effect character report people word evening job human,positive,0,surprise,Academic,Project-Based,1
STU0407,CS,AI,Spring ever relationship edge development discuss director throw watch police.,spring ever relationship edge development discuss director throw watch police,positive,0,anger,Academic,Project-Based,0
STU0408,CIVIL,Concrete Tech,Toward in data reflect behavior chance trade talk hear require clear management sometimes.,toward in data reflect behavior chance trade talk hear require clear management sometimes,neutral,0,neutral,Academic,Project-Based,1
STU0409,ME,Thermodynamics,Food add fill everybody mouth dog local indeed listen area anything audience bring relationship.,food add fill everybody mouth dog local indeed listen area anything audience bring relationship,positive,0,neutral,Infrastructure,Theory-Heavy,0
STU0410,CIVIL,Surveying,Whether one visit base once likely later structure school quickly reality near star.,whether one visit base once likely later structure school quickly reality near star,neutral,0,fear,Infrastructure,Theory-Heavy,0
STU0411,ECE,Digital Circuits,Could door attention computer grow kid base visit my.,could door attention computer grow kid base visit my,positive,0,joy,Infrastructure,Theory-Heavy,0
STU0412,ME,Thermodynamics,Year radio friend bill camera be through reduce.,year radio friend bill camera be through reduce,positive,0,sadness,Academic,Project-Based,0
STU0413,BIO,Genetics,Recent space herself economy third.,recent space herself economy third,negative,1,joy,Instructor,Lab-Intensive,1
STU0414,CIVIL,Surveying,He generation kind save upon could.,he generation kind save upon could,positive,0,anger,Infrastructure,Theory-Heavy,1
STU0415,CIVIL,Surveying,Final arrive Mr involve have their hour but wear small through.,final arrive mr involve have their hour but wear small through,negative,0,surprise,Instructor,Project-Based,1
STU0416,CIVIL,Concrete Tech,Each type allow indicate board camera clearly month article technology.,each type allow indicate board camera clearly month article technology,positive,0,anger,Academic,Lab-Intensive,0
STU0417,CIVIL,Surveying,Well education situation rule realize.,well education situation rule realize,positive,0,surprise,Academic,Lab-Intensive,0
STU0418,ECE,Digital Circuits,Ever one window man six want anything player never wrong ok build pull science yourself cultural culture.,ever one window man six want anything player never wrong ok build pull science yourself cultural culture,negative,0,sadness,Academic,Lab-Intensive,1
STU0419,CS,Cybersecurity,Exactly fear build relationship Republican follow become sit live themselves candidate effect stock.,exactly fear build relationship republican follow become sit live themselves candidate effect stock,neutral,0,anger,Infrastructure,Project-Based,1
STU0420,ME,Thermodynamics,Kitchen tonight hot leader right series across still college.,kitchen tonight hot leader right series across still college,positive,0,fear,Academic,Theory-Heavy,1
STU0421,ECE,Embedded Systems,Smile ok simple ok sign their speak administration animal discuss side factor page sound.,smile ok simple ok sign their speak administration animal discuss side factor page sound,positive,0,surprise,Infrastructure,Lab-Intensive,0
STU0422,ENG,Modern Fiction,Through other ability push stay treat.,through other ability push stay treat,negative,0,joy,Instructor,Theory-Heavy,1
STU0423,CS,Data Structures,Study learn put should civil black door factor work century.,study learn put should civil black door factor work century,positive,0,neutral,Academic,Lab-Intensive,0
STU0424,ME,Fluid Mechanics,Seek candidate race science box red a.,seek candidate race science box red a,neutral,0,surprise,Instructor,Project-Based,0
STU0425,CS,AI,Bed generation side natural more attack executive change develop even.,bed generation side natural more attack executive change develop even,negative,0,surprise,Infrastructure,Lab-Intensive,1
STU0426,BIO,Microbiology,Back eat model foreign learn doctor likely job body live.,back eat model foreign learn doctor likely job body live,positive,0,fear,Infrastructure,Lab-Intensive,1
STU0427,ENG,Poetry,Pm statement cultural bag because machine seven office modern page series.,pm statement cultural bag because machine seven office modern page series,positive,0,neutral,Infrastructure,Lab-Intensive,1
STU0428,ENG,Poetry,Develop investment itself staff protect.,develop investment itself staff protect,positive,0,joy,Instructor,Project-Based,1
